Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"North Buttress","6. Middle Cathedral Rock > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105915955/north-buttress,2.5,-1,Trad,5.10a,18,2000,37.7165,-119.6363
"Point Beyond","6. GPA - Right Side > I. Glacier Point Apron > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106456404/point-beyond,2.4,-1,Trad,5.8,2,300,37.7337,-119.56956
"Goodrich to the Oasis","4. Goodrich Pinnacle Area > I. Glacier Point Apron > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107674841/goodrich-to-the-oasis,3.0,-1,Trad,"5.10a PG13",16,1700,37.7323,-119.56492
Unagi,"N. Sentinel Creek Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113352233/unagi,2.4,-1,Trad,5.10,2,200,37.72639,-119.60144
"The Flakes","6. Middle Cathedral Rock > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107613441/the-flakes,3.0,-1,Trad,"5.8 R",8,1100,37.7165,-119.6363
"The Sequel","5. Higher Cathedral Rock > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107833044/the-sequel,2.9,-1,Trad,5.8,3,550,37.71439,-119.63469
"The Grack, Right Side","3. The Grack Area > I. Glacier Point Apron > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107066988/the-grack-right-side,2.8,-1,Trad,"5.9 R",3,400,37.72993,-119.56355
"Patio Pinnacle, Regular Route","4. Goodrich Pinnacle Area > I. Glacier Point Apron > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107103713/patio-pinnacle-regular-route,2.9,-1,Trad,"5.9 PG13",6,500,37.7323,-119.56492
"Blinded by the Light","5. Higher Cathedral Rock > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/116813038/blinded-by-the-light,3.0,-1,Trad,5.10,4,500,37.71439,-119.63469
"Dead Baby","3. The Grack Area > I. Glacier Point Apron > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/119615539/dead-baby,3.0,-1,Trad,"5.11b PG13",1,,37.72993,-119.56355
Survivor,"Mecca > 7. Lower Cathedral Area > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112941915/survivor,3.0,-1,Sport,5.11b,1,80,37.71932,-119.64339
"Jesus Built My Hotrod","Leaning Tower > Q. Leaning Tower Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112922407/jesus-built-my-hotrod,3.0,-1,"Trad, Aid","5.7 A4",9,1000,37.71281,-119.64769
"Blood & Coin","O. Lost Brother > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/109405831/blood-coin,3.0,-1,"Trad, Aid","5.7 A3-",10,1200,37.71775,-119.60944
"Shock the Monkey","Mecca > 7. Lower Cathedral Area > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113164527/shock-the-monkey,3.0,-1,Sport,5.10c,1,80,37.71932,-119.64339
"Soul Sacrifice","Gunsight > 7. Lower Cathedral Area > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114570594/soul-sacrifice,3.0,-1,Trad,5.11c,1,95,37.71666,-119.64348
"Grack Wrong","3. The Grack Area > I. Glacier Point Apron > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112199867/grack-wrong,3.0,-1,Trad,5.10b,3,,37.72993,-119.56355
"Brother in Arms","Lower Cathedral Rock > 7. Lower Cathedral Area > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/110080432/brother-in-arms,2.0,-1,Trad,5.10a,2,200,37.71843,-119.64659
"Compass Rose","Lower Cathedral Rock > 7. Lower Cathedral Area > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/109500090/compass-rose,2.5,-1,Trad,5.10b,1,120,37.71843,-119.64659
"Eye in the Sky","3. Southwest Face > D. Half Dome > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106593470/eye-in-the-sky,3.0,-1,Trad,"5.10b R",7,1500,37.73971,-119.54003
"Make It So","Fifi Buttress > Q. Leaning Tower Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112920201/make-it-so,3.0,-1,"Trad, Aid","5.8 A4",8,,37.71073,-119.65013
"Thugz Mansion","E. Mount Broderick > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/110475266/thugz-mansion,3.0,-1,"Trad, Aid","5.10b A2",10,1100,37.73344,-119.53489
"The Book of Ruth","1. Jericho Wall > I. Glacier Point Apron > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120606816/the-book-of-ruth,3.0,-1,"Trad, Aid","5.8 A3",9,1000,37.72519,-119.56381
"Generation Gap","5. Higher Cathedral Rock > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114618104/generation-gap,3.0,-1,"Trad, Aid","5.9 A2+",11,1200,37.71439,-119.63469
"The Reflection Pillar","N. Sentinel Creek Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/122498498/the-reflection-pillar,3.0,-1,"Trad, Aid","5.10- C1",2,200,37.72639,-119.60144
"Slip on Slime","6. Middle Cathedral Rock > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112910434/slip-on-slime,2.2,-1,Sport,5.9,1,70,37.7165,-119.6363
"Hail To The Chief","4. Lower Cathedral Spire > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112857235/hail-to-the-chief,3.0,-1,"Trad, Aid","5.9 A3 R",10,1000,37.7147,-119.63078
"Sweet Thang","6. Middle Cathedral Rock > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/119141012/sweet-thang,3.0,-1,Trad,5.11a/b,1,,37.7165,-119.6363
"Too Many Darts (Free Ascent)","Lower Cathedral Rock > 7. Lower Cathedral Area > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112340396/too-many-darts-free-ascent,3.0,-1,Trad,5.11,7,780,37.71843,-119.64659
"Renaissance Wall","5. Higher Cathedral Rock > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112964634/renaissance-wall,3.0,-1,"Trad, Aid","5.8 A3",12,1000,37.71439,-119.63469
"Stiff Upper Lip","F. Liberty Cap > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112229126/stiff-upper-lip,3.0,-1,"Trad, Aid","5.9 A3+",11,,37.7275,-119.53364
"Air Bare","H. Illilouette Canyon > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/115330209/air-bare,3.0,-1,Trad,5.10c,1,110,37.71815,-119.55817
"Anchors Away","6. GPA - Right Side > I. Glacier Point Apron > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120742474/anchors-away,3.0,-1,Trad,"5.11a PG13",2,250,37.7337,-119.56956
"Valley Hizeman","3. The Grack Area > I. Glacier Point Apron > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112199955/valley-hizeman,3.0,-1,Trad,5.10a,3,,37.72993,-119.56355
"Ochre Fields","3. The Grack Area > I. Glacier Point Apron > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/119615513/ochre-fields,3.0,-1,Trad,"5.11a R",6,,37.72993,-119.56355
"The Syllable","5. Higher Cathedral Rock > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111945029/the-syllable,3.0,-1,Trad,"5.8 PG13",3,480,37.71439,-119.63469
"Pink Panther","L.  The Chapel Wall > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111857045/pink-panther,2.8,-1,Sport,5.11d,1,75,37.738,-119.59215
"Walk of Life","6. Middle Cathedral Rock > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/109580839/walk-of-life,3.0,-1,Trad,"5.10d PG13",3,450,37.7165,-119.6363
"Runaway Train","E. Mount Broderick > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/110865368/runaway-train,3.0,-1,"Trad, Aid","5.9 A3+",7,900,37.73344,-119.53489
"The Groom's Variation","Lower Cathedral Rock > 7. Lower Cathedral Area > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112907224/the-grooms-variation,3.0,-1,"Trad, Aid","5.10d A0",10,800,37.71843,-119.64659
"Micro Maze","6. GPA - Right Side > I. Glacier Point Apron > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112200428/micro-maze,3.0,-1,Trad,5.11d,1,,37.7337,-119.56956
Spectacle,"Lower Cathedral Rock > 7. Lower Cathedral Area > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/110419779/spectacle,3.0,-1,Sport,5.11d,1,100,37.71843,-119.64659
Whiskers,"N. Sentinel Creek Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107324955/whiskers,3.0,-1,"Trad, Aid","5.11d A0",1,120,37.72639,-119.60144
"Home Run","6. Middle Cathedral Rock > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107796799/home-run,3.0,-1,Trad,"5.10d PG13",1,170,37.7165,-119.6363
Evaporator,"Raker's Roost > I. Glacier Point Apron > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/123229894/evaporator,3.0,-1,Trad,5.10-,1,70,37.72413,-119.56265
"Wet Wipe","Raker's Roost > I. Glacier Point Apron > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/123230041/wet-wipe,3.0,-1,Trad,5.10d,1,110,37.72413,-119.56265
Composter,"Raker's Roost > I. Glacier Point Apron > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/123229795/composter,3.0,-1,Trad,5.11-,1,90,37.72413,-119.56265
"Unknown 5.10","N. Sentinel Creek Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112219856/unknown-510,2.4,-1,Trad,5.10-,1,50,37.72639,-119.60144
"Dr. Feel Good","6. GPA - Right Side > I. Glacier Point Apron > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113898300/dr-feel-good,2.6,-1,Trad,5.11a,2,200,37.7337,-119.56956
"Higher than you","Upper Tier > K.  Public Sanitation Wall > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108281299/higher-than-you,2.5,-1,Trad,5.10a/b,1,80,37.73908,-119.58843
"Unknown 5.9","N. Sentinel Creek Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112216001/unknown-59,1.8,-1,Trad,5.9,1,50,37.72639,-119.60144
"Point Beyond Direct","6. GPA - Right Side > I. Glacier Point Apron > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106456409/point-beyond-direct,2.3,-1,Trad,"5.8+ PG13",2,350,37.7337,-119.56956
"West Face","M. Sentinel Rock > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111862151/west-face,2.8,-1,"Trad, Aid","5.11a C2",11,1200,37.72958,-119.59381
"Northeast Face","4. Lower Cathedral Spire > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105915816/northeast-face,2.7,-1,Trad,5.9,6,800,37.7147,-119.63078
